logistic_accuracy,logistic_f1,logistic_roc_auc,xgb_accuracy,xgb_f1,xgb_roc_auc,xgb_temp_mae,xgb_temp_rmse,xgb_temp_r2
0.5520833333333334,0.37681159420289856,0.5631474799208475,0.6822916666666666,0.32967032967032966,0.6080782213944826,1.9577415118032757,2.438902347989028,0.5793560440527561
